"Date","Price","Open","High","Low","Vol.","Change %"
"06-10-2023","65.480","64.800","65.920","64.390","259.05K","1.05%"
"05-10-2023","64.800","64.420","65.200","63.930","371.72K","0.59%"
"04-10-2023","64.420","65.500","65.510","63.580","389.30K","-1.65%"
"03-10-2023","65.500","65.970","66.910","65.280","264.85K","-0.74%"
"02-10-2023","65.990","68.130","68.370","65.240","559.86K","-3.14%"
"01-10-2023","68.130","65.980","68.760","65.850","429.81K","3.29%"
"30-09-2023","65.960","65.550","66.590","65.350","179.49K","0.59%"
"29-09-2023","65.570","65.200","66.480","64.920","350.40K","0.57%"
"28-09-2023","65.200","63.540","65.500","63.150","446.34K","2.61%"
"27-09-2023","63.540","63.800","65.500","63.190","351.15K","-0.41%"
"26-09-2023","63.800","64.340","65.030","63.180","371.06K","-0.84%"
"25-09-2023","64.340","63.560","65.010","62.910","258.59K","1.23%"
"24-09-2023","63.560","65.060","65.090","63.310","207.82K","-2.31%"
"23-09-2023","65.060","64.360","65.240","64.360","387.91K","1.09%"
"22-09-2023","64.360","64.690","65.870","64.100","442.56K","-0.51%"
"21-09-2023","64.690","64.560","65.010","62.980","449.08K","0.20%"
"20-09-2023","64.560","67.280","67.770","63.720","931.38K","-4.04%"
"19-09-2023","67.280","65.870","68.270","65.680","526.94K","2.14%"
"18-09-2023","65.870","63.570","67.640","63.050","790.15K","3.62%"
"17-09-2023","63.570","65.390","65.400","62.940","497.12K","-2.78%"
"16-09-2023","65.390","65.890","66.810","64.420","391.49K","-0.76%"
"15-09-2023","65.890","62.820","66.190","62.570","540.57K","4.89%"
"14-09-2023","62.820","61.980","63.360","61.950","638.08K","1.36%"
"13-09-2023","61.980","59.950","62.700","59.670","512.02K","3.39%"
"12-09-2023","59.950","58.850","61.290","58.650","617.09K","1.87%"
"11-09-2023","58.850","61.120","61.620","57.790","792.91K","-3.71%"
"10-09-2023","61.120","63.050","63.050","60.280","486.99K","-3.06%"
"09-09-2023","63.050","62.610","63.230","62.530","153.12K","0.70%"
"08-09-2023","62.610","63.720","64.090","61.640","370.51K","-1.74%"
"07-09-2023","63.720","62.860","64.450","62.560","372.34K","1.37%"
"06-09-2023","62.860","63.140","63.680","61.720","463.94K","-0.44%"
"05-09-2023","63.140","63.750","63.760","62.580","475.83K","-0.96%"
"04-09-2023","63.750","63.930","64.920","63.120","389.30K","-0.27%"
"03-09-2023","63.920","64.590","64.820","63.590","257.57K","-1.04%"
"02-09-2023","64.590","62.990","64.640","62.970","295.60K","2.54%"
"01-09-2023","62.990","63.870","64.220","61.950","569.05K","-1.38%"
"31-08-2023","63.870","67.660","68.300","63.380","688.00K","-5.60%"
"30-08-2023","67.660","68.860","69.030","66.650","422.48K","-1.74%"
"29-08-2023","68.860","65.510","70.500","64.610","953.14K","5.11%"
"28-08-2023","65.510","65.390","65.720","64.120","401.86K","0.18%"
"27-08-2023","65.390","65.010","65.930","64.850","232.03K","0.58%"
"26-08-2023","65.010","65.130","65.570","64.910","205.56K","-0.18%"
"25-08-2023","65.130","64.880","65.370","63.710","400.72K","0.39%"
"24-08-2023","64.880","65.650","65.890","63.910","352.94K","-1.17%"
"23-08-2023","65.650","64.800","66.750","64.080","548.73K","1.31%"
"22-08-2023","64.800","66.980","67.200","62.580","727.16K","-3.25%"
"21-08-2023","66.980","65.250","67.090","64.800","795.51K","2.65%"
"20-08-2023","65.250","64.170","65.840","63.980","328.36K","1.71%"
"19-08-2023","64.150","63.970","64.930","63.570","511.25K","0.28%"
"18-08-2023","63.970","64.810","65.880","63.430","1.28M","-1.49%"
"17-08-2023","64.940","74.600","75.820","57.200","1.71M","-12.95%"
"16-08-2023","74.600","79.320","79.600","73.310","1.05M","-5.95%"
"15-08-2023","79.320","82.110","82.240","77.960","600.00K","-3.40%"
"14-08-2023","82.110","81.980","83.100","81.530","330.92K","0.16%"
"13-08-2023","81.980","83.480","83.760","81.320","331.07K","-1.80%"
"12-08-2023","83.480","83.580","84.000","83.270","178.59K","-0.12%"
"11-08-2023","83.580","83.140","83.650","82.780","186.71K","0.53%"
"10-08-2023","83.140","84.080","84.380","82.680","337.54K","-1.09%"
"09-08-2023","84.060","83.880","84.530","83.190","380.98K","0.21%"
"08-08-2023","83.880","82.480","85.350","81.790","735.79K","1.70%"
"07-08-2023","82.480","82.570","83.430","80.160","531.61K","-0.12%"
"06-08-2023","82.580","83.110","83.490","81.950","376.30K","-0.65%"
"05-08-2023","83.120","82.200","83.420","81.470","353.83K","1.12%"
"04-08-2023","82.200","82.650","83.870","81.150","959.86K","-0.54%"
"03-08-2023","82.650","87.550","88.380","81.690","1.13M","-5.58%"
"02-08-2023","87.530","93.970","94.500","86.160","1.52M","-6.85%"
"01-08-2023","93.970","92.220","93.970","89.360","1.19M","1.90%"
"31-07-2023","92.220","94.030","95.020","91.180","751.01K","-1.92%"
"30-07-2023","94.030","94.370","95.960","91.220","1.12M","-0.36%"
"29-07-2023","94.370","91.450","94.870","90.870","482.21K","3.19%"
"28-07-2023","91.450","90.590","91.980","90.550","400.63K","0.95%"
"27-07-2023","90.590","90.660","91.910","89.700","493.18K","-0.08%"
"26-07-2023","90.660","89.450","91.110","88.620","523.69K","1.35%"
"25-07-2023","89.450","89.140","90.090","88.600","437.94K","0.35%"
"24-07-2023","89.140","93.150","93.350","87.750","744.27K","-4.30%"
"23-07-2023","93.150","92.090","93.540","91.580","459.36K","1.15%"
"22-07-2023","92.090","94.100","96.290","91.410","523.23K","-2.14%"
"21-07-2023","94.100","92.370","94.740","91.790","562.39K","1.92%"
"20-07-2023","92.330","91.990","94.940","91.550","761.66K","0.37%"
"19-07-2023","91.990","91.580","94.170","91.450","610.56K","0.45%"
"18-07-2023","91.580","92.180","92.930","89.510","547.01K","-0.65%"
"17-07-2023","92.180","92.870","93.560","89.650","825.01K","-0.74%"
"16-07-2023","92.870","94.780","95.330","91.940","493.20K","-2.02%"
"15-07-2023","94.780","95.140","95.760","93.920","474.35K","-0.38%"
"14-07-2023","95.140","101.840","103.440","92.350","1.47M","-6.58%"
"13-07-2023","101.840","96.210","104.170","95.640","1.78M","5.85%"
"12-07-2023","96.210","96.770","97.820","94.290","681.20K","-0.58%"
"11-07-2023","96.770","96.760","98.200","95.600","775.78K","0.01%"
"10-07-2023","96.760","95.120","97.790","92.460","1.11M","1.72%"
"09-07-2023","95.120","97.790","98.370","94.790","468.57K","-2.77%"
"08-07-2023","97.830","98.230","98.470","96.630","431.21K","-0.41%"
"07-07-2023","98.230","95.320","98.580","94.660","866.88K","3.05%"
"06-07-2023","95.320","102.540","105.930","95.180","1.70M","-7.04%"
"05-07-2023","102.540","104.260","106.590","98.780","1.41M","-1.57%"
"04-07-2023","104.180","107.280","109.420","104.180","934.81K","-2.89%"
"03-07-2023","107.280","113.350","114.760","105.620","1.44M","-5.36%"
"02-07-2023","113.350","107.120","113.840","105.100","2.30M","5.60%"
"01-07-2023","107.340","108.660","112.630","104.290","2.62M","-1.21%"
"30-06-2023","108.660","84.710","111.260","84.300","5.47M","28.27%"
"29-06-2023","84.710","82.980","85.730","82.980","484.84K","2.08%"
"28-06-2023","82.980","88.070","88.090","81.660","639.37K","-5.78%"
"27-06-2023","88.070","87.190","89.370","86.950","470.38K","1.01%"
"26-06-2023","87.190","88.220","90.230","86.120","656.58K","-1.17%"
"25-06-2023","88.220","89.670","90.400","86.800","566.52K","-1.62%"
"24-06-2023","89.670","91.270","93.710","86.700","834.19K","-1.75%"
"23-06-2023","91.270","85.970","92.960","85.240","1.04M","6.16%"
"22-06-2023","85.970","85.120","88.840","84.330","796.86K","1.00%"
"21-06-2023","85.120","80.310","87.270","80.010","1.23M","5.99%"
"20-06-2023","80.310","77.510","80.840","75.870","550.33K","3.61%"
"19-06-2023","77.510","77.200","77.730","76.210","316.59K","0.40%"
"18-06-2023","77.200","76.870","78.450","76.400","294.01K","0.43%"
"17-06-2023","76.870","76.120","77.760","75.730","301.80K","0.99%"
"16-06-2023","76.120","74.550","76.840","74.200","419.34K","2.01%"
"15-06-2023","74.620","73.170","75.110","72.140","512.98K","1.98%"
"14-06-2023","73.170","77.490","78.120","71.530","678.68K","-5.57%"
"13-06-2023","77.490","77.500","79.530","76.340","560.57K","-0.01%"
"12-06-2023","77.500","77.690","77.850","75.350","624.47K","-0.24%"
"11-06-2023","77.690","77.170","78.950","76.180","601.30K","0.67%"
"10-06-2023","77.170","89.290","89.330","74.860","1.93M","-13.57%"
"09-06-2023","89.290","88.500","89.950","87.110","437.58K","0.89%"
"08-06-2023","88.500","88.830","89.510","87.220","405.87K","-0.37%"
"07-06-2023","88.830","90.920","91.200","87.500","691.67K","-2.30%"
"06-06-2023","90.920","87.700","91.340","85.890","836.84K","3.67%"
"05-06-2023","87.700","94.250","94.540","84.030","1.32M","-6.95%"
"04-06-2023","94.250","96.020","96.470","94.100","492.50K","-1.84%"
"03-06-2023","96.020","95.480","97.430","94.220","596.53K","0.57%"
"02-06-2023","95.480","94.180","95.630","92.810","714.44K","1.38%"
"01-06-2023","94.180","90.440","95.850","89.430","1.36M","4.12%"
"31-05-2023","90.450","92.240","92.680","88.120","730.32K","-1.94%"
"30-05-2023","92.240","90.860","93.300","90.570","553.23K","1.52%"
"29-05-2023","90.860","91.460","92.160","90.230","484.97K","-0.66%"
"28-05-2023","91.460","88.580","92.240","88.220","582.84K","3.25%"
"27-05-2023","88.580","87.160","88.790","86.920","337.31K","1.63%"
"26-05-2023","87.160","86.570","88.200","86.080","683.65K","0.54%"
"25-05-2023","86.690","85.830","86.710","83.000","834.71K","1.00%"
"24-05-2023","85.830","91.700","91.860","84.880","1.24M","-6.40%"
"23-05-2023","91.700","90.830","93.090","90.420","437.56K","0.94%"
"22-05-2023","90.850","92.220","92.790","89.920","462.68K","-1.49%"
"21-05-2023","92.220","92.430","93.360","91.280","434.34K","-0.23%"
"20-05-2023","92.430","91.800","92.750","90.650","332.30K","0.77%"
"19-05-2023","91.720","90.380","93.280","90.290","674.21K","1.48%"
"18-05-2023","90.380","93.870","94.160","89.310","778.95K","-3.64%"
"17-05-2023","93.790","89.860","94.970","89.650","1.63M","4.37%"
"16-05-2023","89.860","86.940","90.410","86.210","1.21M","3.36%"
"15-05-2023","86.940","83.520","88.430","82.210","1.11M","4.09%"
"14-05-2023","83.520","80.250","83.930","79.730","475.09K","4.07%"
"13-05-2023","80.250","80.450","81.070","80.020","378.30K","-0.25%"
"12-05-2023","80.450","80.880","81.460","77.490","770.90K","-0.53%"
"11-05-2023","80.880","80.940","81.910","78.400","787.84K","-0.07%"
"10-05-2023","80.940","79.880","82.020","77.500","862.78K","1.33%"
"09-05-2023","79.880","77.780","80.060","77.310","652.68K","2.70%"
"08-05-2023","77.780","83.440","85.170","75.860","1.09M","-6.78%"
"07-05-2023","83.440","83.250","84.660","82.980","405.45K","0.23%"
"06-05-2023","83.250","88.610","89.240","81.010","808.79K","-6.05%"
"05-05-2023","88.610","88.370","89.640","86.750","462.78K","0.27%"
"04-05-2023","88.370","88.870","89.150","87.480","317.22K","-0.56%"
"03-05-2023","88.870","88.130","89.810","85.590","561.80K","0.84%"
"02-05-2023","88.130","86.760","89.100","86.070","424.98K","1.58%"
"01-05-2023","86.760","88.140","88.860","85.220","538.48K","-1.57%"
"30-04-2023","88.140","91.060","91.380","87.920","395.84K","-3.21%"
"29-04-2023","91.060","89.630","91.530","89.260","351.33K","1.60%"
"28-04-2023","89.630","89.730","90.280","88.030","464.52K","-0.11%"
"27-04-2023","89.730","88.120","90.590","87.520","669.48K","1.83%"
"26-04-2023","88.120","91.000","93.960","84.630","985.51K","-3.16%"
"25-04-2023","91.000","88.310","91.740","87.220","767.40K","3.05%"
"24-04-2023","88.310","86.750","88.980","86.170","651.40K","1.77%"
"23-04-2023","86.770","87.000","87.070","84.530","394.86K","-0.26%"
"22-04-2023","87.000","85.330","87.130","84.810","413.35K","1.96%"
"21-04-2023","85.330","90.180","90.810","84.620","811.75K","-5.38%"
"20-04-2023","90.180","90.500","92.360","87.340","923.71K","-0.35%"
"19-04-2023","90.500","101.780","101.880","88.950","1.26M","-11.07%"
"18-04-2023","101.770","98.890","103.100","97.790","816.03K","2.97%"
"17-04-2023","98.830","100.030","100.280","97.510","692.90K","-1.20%"
"16-04-2023","100.030","96.660","102.040","95.100","902.41K","3.49%"
"15-04-2023","96.660","96.340","97.290","94.750","343.20K","0.33%"
"14-04-2023","96.340","94.190","98.880","93.760","1.04M","2.28%"
"13-04-2023","94.190","92.070","94.530","91.700","607.45K","2.36%"
"12-04-2023","92.020","94.230","94.650","90.950","713.64K","-2.35%"
"11-04-2023","94.230","93.790","96.950","93.180","759.08K","0.47%"
"10-04-2023","93.790","90.590","94.350","89.860","522.21K","3.53%"
"09-04-2023","90.590","89.910","91.010","89.150","253.68K","0.76%"
"08-04-2023","89.910","90.580","91.350","89.320","199.11K","-0.74%"
"07-04-2023","90.580","90.970","91.470","89.230","301.55K","-0.43%"
"06-04-2023","90.970","92.670","92.670","89.840","385.57K","-1.83%"
"05-04-2023","92.670","92.530","94.950","91.190","690.27K","0.15%"
"04-04-2023","92.530","92.980","93.980","91.590","505.40K","-0.48%"
"03-04-2023","92.980","92.810","95.770","90.060","909.19K","0.18%"
"02-04-2023","92.810","92.560","94.550","90.550","641.05K","0.27%"
"01-04-2023","92.560","89.570","94.090","89.380","687.35K","3.34%"
"31-03-2023","89.570","89.070","90.220","87.630","489.79K","0.56%"
"30-03-2023","89.070","91.300","93.260","86.770","751.28K","-2.44%"
"29-03-2023","91.300","89.080","92.950","88.980","709.00K","2.49%"
"28-03-2023","89.080","89.220","89.550","85.660","881.91K","-0.16%"
"27-03-2023","89.220","93.320","93.720","87.800","763.81K","-4.48%"
"26-03-2023","93.400","91.520","94.790","90.640","588.28K","2.05%"
"25-03-2023","91.520","93.600","93.970","90.030","685.11K","-2.22%"
"24-03-2023","93.600","93.600","95.750","89.450","1.33M","-0.09%"
"23-03-2023","93.680","87.250","94.460","85.600","1.87M","7.37%"
"22-03-2023","87.250","82.430","88.070","79.410","1.76M","5.85%"
"21-03-2023","82.430","78.020","83.420","76.880","906.64K","5.65%"
"20-03-2023","78.020","83.920","84.280","77.780","942.45K","-6.98%"
"19-03-2023","83.870","83.010","86.180","82.140","612.79K","1.04%"
"18-03-2023","83.010","85.510","87.850","82.300","990.43K","-2.92%"
"17-03-2023","85.510","78.860","85.510","78.200","935.08K","8.35%"
"16-03-2023","78.920","76.350","79.750","75.640","792.57K","3.37%"
"15-03-2023","76.350","84.000","85.400","75.210","1.32M","-9.11%"
"14-03-2023","84.000","81.460","88.100","79.240","1.37M","3.07%"
"13-03-2023","81.500","76.220","82.920","74.610","1.84M","6.93%"
"12-03-2023","76.220","69.210","76.300","67.440","1.39M","10.11%"
"11-03-2023","69.220","71.430","73.740","65.100","1.90M","-3.09%"
"10-03-2023","71.430","76.710","76.810","68.410","1.96M","-6.92%"
"09-03-2023","76.740","82.760","84.900","75.130","1.10M","-7.27%"
"08-03-2023","82.760","86.290","86.650","81.700","626.05K","-4.09%"
"07-03-2023","86.290","87.360","88.940","84.350","642.56K","-1.22%"
"06-03-2023","87.360","89.930","90.600","86.710","628.92K","-2.86%"
"05-03-2023","89.930","89.340","91.730","89.190","358.53K","0.66%"
"04-03-2023","89.340","90.540","90.830","87.560","348.03K","-1.33%"
"03-03-2023","90.540","95.340","95.420","86.120","934.00K","-5.03%"
"02-03-2023","95.340","97.850","98.270","93.920","530.73K","-2.57%"
"01-03-2023","97.850","93.790","98.190","93.640","578.27K","4.33%"
"28-02-2023","93.790","94.070","95.990","93.100","380.29K","-0.30%"
"27-02-2023","94.070","95.270","96.070","92.600","390.66K","-1.26%"
"26-02-2023","95.270","93.160","95.520","92.790","343.66K","2.26%"
"25-02-2023","93.160","91.580","93.470","90.620","426.38K","1.73%"
"24-02-2023","91.580","94.580","95.210","90.170","501.50K","-3.17%"
"23-02-2023","94.580","95.250","96.250","93.360","474.25K","-0.70%"
"22-02-2023","95.250","93.810","95.500","91.730","693.30K","1.54%"
"21-02-2023","93.810","95.920","96.760","91.770","739.57K","-2.20%"
"20-02-2023","95.920","97.600","98.550","94.500","935.35K","-1.72%"
"19-02-2023","97.600","99.720","101.470","96.950","433.84K","-2.13%"
"18-02-2023","99.720","100.150","101.860","98.940","434.89K","-0.43%"
"17-02-2023","100.150","98.540","101.590","98.290","569.62K","1.63%"
"16-02-2023","98.540","102.850","105.250","98.510","687.33K","-4.19%"
"15-02-2023","102.850","95.790","102.960","95.060","764.48K","7.37%"
"14-02-2023","95.790","91.070","95.890","90.350","622.12K","5.18%"
"13-02-2023","91.070","92.510","94.950","88.360","740.12K","-1.54%"
"12-02-2023","92.490","94.290","94.570","91.130","306.63K","-1.91%"
"11-02-2023","94.290","93.450","94.810","92.660","360.04K","0.90%"
"10-02-2023","93.450","92.060","94.150","91.090","640.82K","1.51%"
"09-02-2023","92.060","99.220","99.480","90.010","930.28K","-7.22%"
"08-02-2023","99.220","100.870","102.300","96.940","559.84K","-1.64%"
"07-02-2023","100.870","95.900","101.460","95.900","672.71K","5.18%"
"06-02-2023","95.900","96.630","97.950","95.150","371.48K","-0.76%"
"05-02-2023","96.630","98.500","98.880","94.940","417.62K","-1.87%"
"04-02-2023","98.470","99.870","101.330","98.250","357.02K","-1.40%"
"03-02-2023","99.870","98.460","100.730","97.520","570.02K","1.43%"
"02-02-2023","98.460","100.330","102.110","97.990","729.49K","-1.86%"
"01-02-2023","100.330","94.140","102.400","93.780","1.33M","6.58%"
"31-01-2023","94.140","91.260","96.260","91.260","1.05M","3.16%"
"30-01-2023","91.260","94.880","95.970","89.010","986.47K","-3.82%"
"29-01-2023","94.880","89.670","97.530","89.670","1.27M","5.81%"
"28-01-2023","89.670","88.900","89.900","87.160","392.05K","0.85%"
"27-01-2023","88.910","87.580","89.210","85.820","418.64K","1.52%"
"26-01-2023","87.580","89.340","89.920","86.900","476.01K","-1.97%"
"25-01-2023","89.340","87.230","91.860","85.560","529.32K","2.40%"
"24-01-2023","87.250","89.860","91.280","86.100","500.07K","-2.90%"
"23-01-2023","89.860","87.570","92.980","87.550","691.22K","2.62%"
"22-01-2023","87.570","87.870","90.020","86.610","501.90K","-0.43%"
"21-01-2023","87.950","90.320","91.490","87.870","720.86K","-2.62%"
"20-01-2023","90.320","84.200","91.040","83.010","757.42K","7.23%"
"19-01-2023","84.230","82.620","84.500","81.820","484.91K","1.95%"
"18-01-2023","82.620","86.990","88.360","82.400","935.81K","-5.02%"
"17-01-2023","86.990","85.910","88.930","84.740","740.82K","1.26%"
"16-01-2023","85.910","87.400","89.090","84.530","750.06K","-1.70%"
"15-01-2023","87.400","87.820","88.590","85.510","586.55K","-0.48%"
"14-01-2023","87.820","86.260","90.910","85.930","1.75M","1.81%"
"13-01-2023","86.260","86.120","87.780","83.640","891.19K","0.16%"
"12-01-2023","86.120","84.020","86.130","82.360","1.43M","2.50%"
"11-01-2023","84.020","80.830","84.960","79.900","968.49K","3.95%"
"10-01-2023","80.830","81.630","82.840","79.530","848.09K","-0.98%"
"09-01-2023","81.630","78.480","83.410","78.160","1.18M","4.01%"
"08-01-2023","78.480","76.340","78.480","75.280","625.89K","2.80%"
"07-01-2023","76.340","75.930","76.670","75.550","388.94K","0.54%"
"06-01-2023","75.930","74.240","76.450","72.780","797.96K","2.28%"
"05-01-2023","74.240","75.410","76.260","73.710","562.35K","-1.55%"
"04-01-2023","75.410","75.570","77.840","74.500","772.65K","-0.21%"
"03-01-2023","75.570","74.740","76.330","73.720","725.82K","1.07%"
"02-01-2023","74.770","70.910","76.550","70.080","1.06M","5.44%"
"01-01-2023","70.910","70.080","71.430","69.050","497.86K","1.18%"
"31-12-2022","70.080","67.940","71.030","67.620","563.95K","3.15%"
"30-12-2022","67.940","66.660","68.440","66.090","476.53K","1.92%"
"29-12-2022","66.660","66.320","67.240","65.580","498.34K","0.51%"
"28-12-2022","66.320","68.680","69.450","65.730","693.14K","-3.44%"
"27-12-2022","68.680","70.770","71.020","67.810","688.64K","-2.95%"
"26-12-2022","70.770","69.170","70.930","68.630","725.15K","2.31%"
"25-12-2022","69.170","65.760","69.600","65.390","561.70K","5.19%"
"24-12-2022","65.760","65.740","66.050","65.070","218.83K","0.03%"
"23-12-2022","65.740","66.200","66.660","65.000","387.54K","-0.69%"
"22-12-2022","66.200","65.430","66.700","64.340","505.76K","1.18%"
"21-12-2022","65.430","65.620","66.780","64.730","573.30K","-0.29%"
"20-12-2022","65.620","63.400","66.010","63.110","849.77K","3.50%"
"19-12-2022","63.400","64.390","64.930","61.090","866.19K","-1.54%"
"18-12-2022","64.390","64.890","65.740","63.170","639.11K","-0.77%"
"17-12-2022","64.890","66.280","67.590","62.830","1.34M","-2.10%"
"16-12-2022","66.280","72.370","73.530","65.070","1.16M","-8.42%"
"15-12-2022","72.370","75.290","75.440","71.900","600.38K","-3.88%"
"14-12-2022","75.290","77.390","79.080","74.430","911.55K","-2.71%"
"13-12-2022","77.390","76.220","79.760","74.360","1.02M","1.56%"
"12-12-2022","76.200","76.550","76.690","73.600","656.12K","-0.46%"
"11-12-2022","76.550","76.360","78.360","76.290","348.16K","0.24%"
"10-12-2022","76.370","76.310","77.400","75.760","301.24K","0.08%"
"09-12-2022","76.310","78.280","78.770","75.940","622.25K","-2.52%"
"08-12-2022","78.280","76.850","78.720","74.570","911.78K","1.86%"
"07-12-2022","76.850","79.900","80.380","75.990","864.81K","-3.82%"
"06-12-2022","79.900","80.180","81.680","77.800","802.74K","-0.35%"
"05-12-2022","80.180","77.130","83.980","76.860","1.70M","3.95%"
"04-12-2022","77.130","76.470","77.450","75.800","391.30K","0.86%"
"03-12-2022","76.470","77.980","78.030","75.440","432.65K","-1.94%"
"02-12-2022","77.980","77.560","78.060","75.470","581.98K","0.54%"
"01-12-2022","77.560","79.150","80.520","76.330","968.38K","-2.01%"
"30-11-2022","79.150","75.770","80.520","75.560","1.11M","4.46%"
"29-11-2022","75.770","73.970","77.620","73.530","1.21M","2.53%"
"28-11-2022","73.900","74.920","75.310","70.610","1.47M","-1.36%"
"27-11-2022","74.920","76.460","79.230","74.430","994.97K","-2.01%"
"26-11-2022","76.460","73.950","79.500","73.910","1.27M","3.39%"
"25-11-2022","73.950","78.700","79.150","73.370","1.55M","-6.04%"
"24-11-2022","78.700","78.990","79.450","75.480","1.70M","-0.37%"
"23-11-2022","78.990","70.610","81.910","69.660","3.06M","11.87%"
"22-11-2022","70.610","61.340","71.110","61.220","2.21M","15.11%"
"21-11-2022","61.340","62.120","63.410","59.580","1.22M","-1.22%"
"20-11-2022","62.100","63.960","64.630","60.490","739.56K","-2.91%"
"19-11-2022","63.960","63.610","64.400","62.600","585.82K","2.62%"
"18-11-2022","62.330","62.190","63.820","61.630","850.90K","0.14%"
"17-11-2022","62.240","56.920","63.230","56.920","1.09M","9.35%"
"16-11-2022","56.920","58.050","60.160","56.820","697.99K","-1.95%"
"15-11-2022","58.050","56.620","59.520","56.500","786.14K","2.53%"
"14-11-2022","56.620","57.360","59.170","53.610","1.46M","-1.29%"
"13-11-2022","57.360","59.850","60.290","56.470","585.96K","-4.16%"
"12-11-2022","59.850","61.450","61.690","58.290","768.92K","-2.60%"
"11-11-2022","61.450","60.480","64.210","58.580","1.92M","1.60%"
"10-11-2022","60.480","50.620","61.220","50.080","2.07M","19.48%"
"09-11-2022","50.620","57.820","59.730","48.000","2.10M","-12.45%"
"08-11-2022","57.820","67.390","68.590","54.330","2.19M","-14.20%"
"07-11-2022","67.390","68.260","72.940","66.380","1.39M","-1.27%"
"06-11-2022","68.260","69.290","70.680","67.630","804.87K","-1.63%"
"05-11-2022","69.390","67.570","71.720","67.110","1.11M","2.69%"
"04-11-2022","67.570","61.870","70.210","61.690","1.44M","9.21%"
"03-11-2022","61.870","60.860","64.540","60.170","1.38M","1.66%"
"02-11-2022","60.860","55.100","62.370","54.710","2.10M","10.41%"
"01-11-2022","55.120","55.040","55.900","54.520","350.51K","0.15%"
"31-10-2022","55.040","55.350","56.400","54.070","474.61K","-0.56%"
"30-10-2022","55.350","56.620","57.470","54.730","375.73K","-2.24%"
"29-10-2022","56.620","54.920","57.480","54.700","551.72K","3.10%"
"28-10-2022","54.920","54.730","55.470","53.540","434.33K","0.35%"
"27-10-2022","54.730","56.400","56.650","54.550","429.44K","-2.96%"
"26-10-2022","56.400","55.880","57.560","55.700","516.75K","0.93%"
"25-10-2022","55.880","52.540","56.800","52.280","560.30K","6.36%"
"24-10-2022","52.540","54.030","54.200","52.110","349.61K","-2.76%"
"23-10-2022","54.030","52.180","54.030","51.830","251.14K","3.55%"
"22-10-2022","52.180","51.600","52.470","51.370","187.50K","1.12%"
"21-10-2022","51.600","51.220","51.800","49.700","305.42K","0.74%"
"20-10-2022","51.220","50.960","52.030","50.580","271.49K","0.51%"
"19-10-2022","50.960","51.880","52.000","50.810","232.71K","-1.77%"
"18-10-2022","51.880","51.820","52.170","50.750","267.16K","0.12%"
"17-10-2022","51.820","51.410","52.130","51.070","219.44K","0.80%"
"16-10-2022","51.410","50.390","51.780","50.330","230.96K","2.02%"
"15-10-2022","50.390","51.310","51.660","50.320","230.31K","-1.79%"
"14-10-2022","51.310","51.120","52.570","50.920","320.86K","0.37%"
"13-10-2022","51.120","52.230","52.500","48.390","598.84K","-2.13%"
"12-10-2022","52.230","52.020","52.940","51.690","355.75K","0.40%"
"11-10-2022","52.020","52.600","52.600","51.360","325.90K","-1.10%"
"10-10-2022","52.600","53.890","54.450","52.500","392.71K","-2.47%"
"09-10-2022","53.930","52.790","53.980","52.700","197.64K","2.16%"
"08-10-2022","52.790","52.830","53.530","52.430","244.83K","-0.08%"
"07-10-2022","52.830","53.530","53.840","52.320","353.96K","-1.25%"
"06-10-2022","53.500","54.620","55.050","53.370","389.63K","-2.05%"
"05-10-2022","54.620","55.270","55.280","53.360","340.56K","-1.18%"
"04-10-2022","55.270","54.170","55.690","53.890","379.54K","2.03%"
"03-10-2022","54.170","51.810","54.320","51.630","377.55K","4.64%"
"02-10-2022","51.770","52.910","53.450","51.700","245.70K","-2.17%"
"01-10-2022","52.920","53.490","53.820","52.530","228.14K","-1.07%"
"30-09-2022","53.490","53.960","55.070","52.870","417.56K","-0.87%"
"29-09-2022","53.960","53.300","54.120","52.310","415.48K","1.28%"
"28-09-2022","53.280","52.650","53.790","51.100","487.00K","1.20%"
"27-09-2022","52.650","53.430","55.460","51.890","594.09K","-1.46%"
"26-09-2022","53.430","52.520","53.720","51.910","462.57K","1.73%"
"25-09-2022","52.520","53.430","54.390","52.290","388.52K","-1.70%"
"24-09-2022","53.430","55.290","55.800","53.210","477.66K","-3.36%"
"23-09-2022","55.290","53.550","55.320","51.540","626.03K","3.25%"
"22-09-2022","53.550","51.140","54.060","50.650","617.84K","4.71%"
"21-09-2022","51.140","52.300","55.490","50.270","948.41K","-2.22%"
"20-09-2022","52.300","52.910","53.680","50.880","740.01K","-1.12%"
"19-09-2022","52.890","52.630","53.700","50.170","1.19M","0.49%"
"18-09-2022","52.630","57.820","57.830","52.540","524.25K","-8.98%"
"17-09-2022","57.820","55.950","58.390","55.810","314.15K","3.34%"
"16-09-2022","55.950","56.330","56.900","54.660","469.34K","-0.67%"
"15-09-2022","56.330","60.110","60.810","55.870","696.71K","-6.40%"
"14-09-2022","60.180","59.100","61.100","58.300","753.42K","1.83%"
"13-09-2022","59.100","61.380","67.380","58.340","1.44M","-3.70%"
"12-09-2022","61.370","62.210","63.190","60.130","493.54K","-1.35%"
"11-09-2022","62.210","63.280","64.410","61.460","491.81K","-1.69%"
"10-09-2022","63.280","61.150","64.620","60.560","643.93K","3.48%"
"09-09-2022","61.150","57.960","61.920","57.710","640.02K","5.56%"
