"Date","Price","Open","High","Low","Vol.","Change %"
"02-11-2024","69.184","70.237","71.233","68.861","321.97K","-1.50%"
"01-11-2024","70.237","69.327","71.045","67.758","541.17K","1.36%"
"31-10-2024","69.295","71.763","72.067","68.490","505.26K","-3.44%"
"30-10-2024","71.766","73.980","74.262","71.496","421.59K","-2.99%"
"29-10-2024","73.980","70.798","74.348","70.710","575.70K","4.50%"
"28-10-2024","70.794","71.064","71.548","69.644","424.02K","-0.40%"
"27-10-2024","71.077","68.468","71.204","68.030","242.32K","3.81%"
"26-10-2024","68.468","68.847","69.710","68.083","315.87K","-0.56%"
"25-10-2024","68.853","71.160","72.265","67.019","548.94K","-3.24%"
"24-10-2024","71.155","70.043","71.325","69.303","360.45K","1.54%"
"23-10-2024","70.075","70.037","70.414","67.987","414.28K","0.05%"
"22-10-2024","70.040","70.746","71.597","69.418","826.97K","-0.97%"
"21-10-2024","70.727","74.280","74.555","70.350","597.11K","-4.78%"
"20-10-2024","74.275","74.858","75.625","73.723","389.80K","-0.78%"
"19-10-2024","74.858","73.067","76.059","73.055","441.08K","2.47%"
"18-10-2024","73.056","72.788","74.818","71.910","641.99K","0.37%"
"17-10-2024","72.788","70.082","73.963","69.989","754.47K","3.84%"
"16-10-2024","70.096","70.872","72.978","69.362","934.60K","-1.10%"
"15-10-2024","70.877","66.843","71.670","65.386","1.42M","6.05%"
"14-10-2024","66.837","64.804","67.347","64.154","595.17K","3.14%"
"13-10-2024","64.804","66.195","66.298","64.465","217.89K","-2.10%"
"12-10-2024","66.195","65.553","66.635","65.118","206.28K","0.98%"
"11-10-2024","65.553","64.298","65.897","64.298","274.79K","1.96%"
"10-10-2024","64.293","64.574","65.080","63.407","298.76K","-0.44%"
"09-10-2024","64.574","65.688","65.955","64.138","368.55K","-1.70%"
"08-10-2024","65.688","64.766","66.160","64.581","314.21K","1.49%"
"07-10-2024","64.724","67.038","67.972","64.514","486.92K","-3.45%"
"06-10-2024","67.038","66.280","67.648","66.138","259.48K","1.14%"
"05-10-2024","66.280","64.952","66.351","64.714","262.17K","2.04%"
"04-10-2024","64.952","63.453","65.182","63.332","293.87K","2.36%"
"03-10-2024","63.453","62.950","63.973","61.982","464.81K","0.80%"
"02-10-2024","62.950","63.425","64.753","62.283","454.17K","-0.75%"
"01-10-2024","63.427","66.878","68.552","62.050","648.52K","-5.16%"
"30-09-2024","66.878","69.273","69.342","66.330","466.20K","-3.46%"
"29-09-2024","69.273","69.970","70.300","68.518","293.19K","-1.00%"
"28-09-2024","69.970","71.110","71.490","69.016","411.05K","-1.60%"
"27-09-2024","71.110","68.562","71.196","68.315","524.06K","3.72%"
"26-09-2024","68.562","66.560","68.565","65.648","393.95K","3.01%"
"25-09-2024","66.560","66.696","67.842","65.922","322.22K","-0.20%"
"24-09-2024","66.692","66.954","67.160","65.690","394.83K","-0.40%"
"23-09-2024","66.957","68.712","69.275","66.683","402.13K","-2.56%"
"22-09-2024","68.712","66.840","68.765","66.513","401.36K","2.80%"
"21-09-2024","66.840","65.328","67.125","64.845","302.78K","2.31%"
"20-09-2024","65.328","65.425","66.436","64.355","465.71K","-0.15%"
"19-09-2024","65.425","64.830","66.050","64.698","449.13K","0.95%"
"18-09-2024","64.812","63.783","64.817","62.447","397.82K","1.61%"
"17-09-2024","63.785","62.624","64.032","61.958","409.68K","1.86%"
"16-09-2024","62.624","63.252","63.734","62.108","357.81K","-1.00%"
"15-09-2024","63.257","65.910","66.306","62.975","393.06K","-4.02%"
"14-09-2024","65.908","64.925","66.740","64.887","520.53K","1.55%"
"13-09-2024","64.901","62.845","64.985","62.424","528.14K","3.27%"
"12-09-2024","62.845","62.175","63.127","61.532","495.62K","1.08%"
"11-09-2024","62.175","61.517","62.408","60.142","644.70K","1.07%"
"10-09-2024","61.517","61.420","61.765","60.357","498.92K","0.16%"
"09-09-2024","61.420","60.906","61.742","59.667","795.77K","0.84%"
"08-09-2024","60.909","62.073","62.284","59.976","572.74K","-1.92%"
"07-09-2024","62.101","63.040","64.147","61.667","458.46K","-1.49%"
"06-09-2024","63.038","66.068","66.792","61.248","646.86K","-4.62%"
"05-09-2024","66.091","65.416","68.439","64.440","962.94K","1.03%"
"04-09-2024","65.416","64.351","66.205","62.207","589.89K","1.67%"
"03-09-2024","64.340","65.370","66.369","64.317","434.49K","-1.57%"
"02-09-2024","65.370","63.570","65.723","62.639","455.14K","2.82%"
"01-09-2024","63.578","64.970","65.100","62.924","346.80K","-2.14%"
"31-08-2024","64.970","64.910","66.373","64.870","426.77K","0.10%"
"30-08-2024","64.903","62.506","65.405","61.580","601.19K","3.83%"
"29-08-2024","62.506","61.806","63.888","61.092","801.24K","1.14%"
"28-08-2024","61.802","60.438","62.370","59.480","493.70K","2.23%"
"27-08-2024","60.452","63.066","63.962","59.211","536.43K","-4.17%"
"26-08-2024","63.080","64.816","65.082","63.070","422.49K","-2.73%"
"25-08-2024","64.854","66.578","66.866","64.438","348.04K","-2.59%"
"24-08-2024","66.576","66.120","67.980","65.442","428.25K","0.70%"
"23-08-2024","66.112","63.791","66.784","63.530","538.81K","3.64%"
"22-08-2024","63.791","64.294","64.355","62.593","409.21K","-0.80%"
"21-08-2024","64.306","64.410","64.761","62.055","625.41K","-0.17%"
"20-08-2024","64.417","66.322","67.288","63.222","547.71K","-2.87%"
"19-08-2024","66.322","66.344","67.422","66.008","429.16K","-0.03%"
"18-08-2024","66.344","67.567","68.112","66.142","364.37K","-1.80%"
"17-08-2024","67.558","66.510","67.834","65.903","306.24K","1.57%"
"16-08-2024","66.513","65.324","66.757","64.368","598.44K","1.89%"
"15-08-2024","65.282","64.062","66.857","63.597","827.25K","1.90%"
"14-08-2024","64.064","63.437","64.683","62.732","465.13K","0.98%"
"13-08-2024","63.444","61.508","63.463","61.145","420.05K","3.15%"
"12-08-2024","61.508","59.717","62.017","59.278","575.42K","3.04%"
"11-08-2024","59.695","61.172","62.277","58.942","415.14K","-2.41%"
"10-08-2024","61.172","60.730","61.545","60.147","252.99K","0.73%"
"09-08-2024","60.730","61.143","61.233","59.418","388.39K","-0.74%"
"08-08-2024","61.184","55.940","61.906","55.254","519.66K","9.38%"
"07-08-2024","55.937","58.250","59.487","55.446","866.29K","-3.98%"
"06-08-2024","58.256","56.076","59.287","56.030","716.02K","3.90%"
"05-08-2024","56.071","62.452","62.558","50.313","3.56M","-10.21%"
"04-08-2024","62.444","64.664","65.206","60.396","533.85K","-3.45%"
"03-08-2024","64.672","65.074","66.364","62.618","617.79K","-0.61%"
"02-08-2024","65.066","69.604","69.953","64.160","637.24K","-6.54%"
"01-08-2024","69.617","70.147","71.429","66.070","598.28K","-0.76%"
"31-07-2024","70.153","71.697","72.896","69.967","375.05K","-2.16%"
"30-07-2024","71.703","73.700","74.548","71.190","337.37K","-2.72%"
"29-07-2024","73.708","71.073","76.716","71.051","998.10K","3.71%"
"28-07-2024","71.073","71.317","71.755","70.357","211.13K","-0.32%"
"27-07-2024","71.303","71.310","72.322","70.452","341.44K","-0.01%"
"26-07-2024","71.310","68.812","71.676","68.767","336.16K","3.60%"
"25-07-2024","68.835","71.260","71.647","67.341","757.79K","-3.40%"
"24-07-2024","71.260","72.900","73.644","70.754","402.25K","-2.25%"
"23-07-2024","72.903","71.256","73.050","70.493","487.73K","2.32%"
"22-07-2024","71.247","73.970","74.600","70.774","576.03K","-3.68%"
"21-07-2024","73.967","73.037","74.093","71.501","374.94K","1.27%"
"20-07-2024","73.037","73.407","73.874","72.327","279.06K","-0.50%"
"19-07-2024","73.407","71.637","74.106","69.703","544.45K","2.47%"
"18-07-2024","71.637","71.375","72.928","70.550","321.66K","0.37%"
"17-07-2024","71.372","73.200","74.230","71.201","463.01K","-2.50%"
"16-07-2024","73.200","72.299","74.020","70.359","671.54K","1.18%"
"15-07-2024","72.348","69.937","72.520","69.740","623.99K","3.47%"
"14-07-2024","69.924","69.810","70.483","69.257","331.98K","0.17%"
"13-07-2024","69.807","69.247","70.591","69.148","373.25K","0.80%"
"12-07-2024","69.255","67.355","69.410","66.802","547.71K","2.82%"
"11-07-2024","67.355","66.970","69.105","66.453","390.44K","0.57%"
"10-07-2024","66.970","65.293","67.266","64.537","370.87K","2.57%"
"09-07-2024","65.293","64.921","66.264","64.286","318.23K","0.57%"
"08-07-2024","64.921","61.991","66.202","59.300","762.26K","4.72%"
"07-07-2024","61.993","65.393","65.537","61.667","390.23K","-5.22%"
"06-07-2024","65.407","61.840","65.633","61.427","466.73K","5.77%"
"05-07-2024","61.840","65.374","65.523","57.331","2.14M","-5.41%"
"04-07-2024","65.374","72.157","72.416","65.093","946.83K","-9.40%"
"03-07-2024","72.157","76.038","76.207","71.810","579.91K","-5.10%"
"02-07-2024","76.038","74.376","76.160","74.294","323.74K","2.23%"
"01-07-2024","74.379","75.316","75.957","74.209","379.92K","-1.24%"
"30-06-2024","75.313","74.937","75.971","74.136","438.96K","0.50%"
"29-06-2024","74.937","72.900","76.757","72.886","489.24K","2.78%"
"28-06-2024","72.909","73.276","74.714","72.604","592.32K","-0.50%"
"27-06-2024","73.276","71.008","73.336","70.562","386.93K","3.19%"
"26-06-2024","71.008","71.340","71.950","70.470","377.43K","-0.47%"
"25-06-2024","71.340","69.680","71.950","69.423","512.60K","2.37%"
"24-06-2024","69.685","73.360","73.428","67.801","982.47K","-4.99%"
"23-06-2024","73.346","74.576","75.060","73.342","282.04K","-1.64%"
"22-06-2024","74.567","74.162","74.882","73.570","232.33K","0.55%"
"21-06-2024","74.160","74.724","74.724","72.198","649.40K","-0.76%"
"20-06-2024","74.726","73.738","75.350","73.258","469.11K","1.34%"
"19-06-2024","73.738","72.656","74.950","72.504","432.31K","1.49%"
"18-06-2024","72.656","76.597","76.745","70.778","1.26M","-5.15%"
"17-06-2024","76.597","78.995","79.235","75.224","592.20K","-3.04%"
"16-06-2024","78.995","79.240","80.130","78.632","245.78K","-0.31%"
"15-06-2024","79.237","77.608","79.464","77.470","281.53K","2.10%"
"14-06-2024","77.608","79.155","80.272","76.395","672.61K","-1.96%"
"13-06-2024","79.157","78.506","79.780","77.340","517.74K","0.83%"
"12-06-2024","78.506","77.310","79.255","76.359","672.73K","1.55%"
"11-06-2024","77.306","79.670","79.790","75.887","1.05M","-2.97%"
"10-06-2024","79.670","80.490","80.498","79.090","320.84K","-1.02%"
"09-06-2024","80.487","79.975","80.707","79.518","220.78K","0.64%"
"08-06-2024","79.975","80.122","80.450","78.985","337.87K","-0.18%"
"07-06-2024","80.122","84.193","84.827","75.695","1.31M","-4.84%"
"06-06-2024","84.193","85.420","85.817","84.177","413.82K","-1.44%"
"05-06-2024","85.420","83.653","85.450","83.513","405.80K","2.11%"
"04-06-2024","83.653","82.827","83.693","81.165","461.68K","1.00%"
"03-06-2024","82.822","83.112","84.276","82.689","491.75K","-0.35%"
"02-06-2024","83.115","83.472","83.512","82.218","340.22K","-0.43%"
"01-06-2024","83.470","83.208","83.738","82.946","215.51K","0.32%"
"31-05-2024","83.208","84.426","84.700","82.091","456.87K","-1.44%"
"30-05-2024","84.420","83.583","85.502","81.963","627.94K","0.99%"
"29-05-2024","83.594","83.436","84.173","82.709","490.74K","0.19%"
"28-05-2024","83.439","85.243","85.522","82.114","668.24K","-2.11%"
"27-05-2024","85.240","83.913","86.413","83.826","490.55K","1.58%"
"26-05-2024","83.916","84.983","85.256","83.603","388.07K","-1.26%"
"25-05-2024","84.986","85.002","85.962","84.450","361.79K","-0.01%"
"24-05-2024","84.995","85.477","86.470","84.020","771.51K","-0.57%"
"23-05-2024","85.483","85.773","87.940","81.633","1.49M","-0.34%"
"22-05-2024","85.773","88.256","88.480","84.913","827.25K","-2.81%"
"21-05-2024","88.256","88.660","89.531","87.064","1.27M","-0.46%"
"20-05-2024","88.664","82.379","89.065","82.376","940.42K","7.64%"
"19-05-2024","82.370","83.846","84.383","81.796","328.73K","-1.76%"
"18-05-2024","83.846","84.153","84.746","83.503","300.61K","-0.37%"
"17-05-2024","84.158","82.433","84.195","81.935","449.39K","2.09%"
"16-05-2024","82.433","82.448","83.243","81.397","478.70K","-0.04%"
"15-05-2024","82.463","78.787","82.840","78.263","610.30K","4.66%"
"14-05-2024","78.790","80.620","81.376","78.654","693.68K","-2.27%"
"13-05-2024","80.620","81.417","82.531","78.979","632.52K","-0.97%"
"12-05-2024","81.410","81.385","82.165","80.911","247.59K","0.02%"
"11-05-2024","81.390","80.223","82.248","80.160","355.32K","1.46%"
"10-05-2024","80.217","83.071","83.480","79.639","573.30K","-3.43%"
"09-05-2024","83.064","81.690","83.134","80.747","495.72K","1.68%"
"08-05-2024","81.690","80.858","82.208","79.355","720.46K","1.03%"
"07-05-2024","80.858","80.786","82.587","80.010","639.21K","0.09%"
"06-05-2024","80.786","81.337","84.043","80.087","833.46K","-0.66%"
"05-05-2024","81.323","81.654","81.741","80.396","467.30K","-0.41%"
"04-05-2024","81.654","81.853","82.973","81.578","414.76K","-0.24%"
"03-05-2024","81.853","80.040","82.618","79.370","573.22K","2.26%"
"02-05-2024","80.040","80.157","81.267","78.657","575.07K","-0.15%"
"01-05-2024","80.157","79.494","80.890","74.654","1.07M","0.83%"
"30-04-2024","79.494","83.516","84.520","77.467","869.00K","-4.80%"
"29-04-2024","83.503","83.972","85.569","81.776","726.78K","-0.55%"
"28-04-2024","83.966","83.883","85.423","83.637","541.70K","0.10%"
"27-04-2024","83.883","88.092","88.453","83.333","969.36K","-4.73%"
"26-04-2024","88.048","83.788","88.530","83.127","1.48M","5.08%"
"25-04-2024","83.788","83.219","85.042","81.969","1.16M","0.70%"
"24-04-2024","83.203","85.022","87.692","82.381","1.29M","-2.14%"
"23-04-2024","85.022","85.390","86.216","84.070","582.86K","-0.43%"
"22-04-2024","85.390","84.141","86.487","83.974","784.91K","1.48%"
"21-04-2024","84.141","85.071","85.674","82.827","501.60K","-1.09%"
"20-04-2024","85.071","80.861","85.936","80.277","624.44K","5.21%"
"19-04-2024","80.861","80.766","82.128","76.034","1.07M","0.12%"
"18-04-2024","80.766","80.184","82.417","78.704","1.28M","0.73%"
"17-04-2024","80.184","79.934","80.783","76.377","947.68K","0.30%"
"16-04-2024","79.943","78.075","80.419","75.504","1.13M","2.40%"
"15-04-2024","78.068","79.762","82.788","75.738","2.21M","-2.12%"
"14-04-2024","79.762","77.323","80.318","73.794","2.52M","3.22%"
"13-04-2024","77.277","86.092","86.522","70.857","4.57M","-10.26%"
"12-04-2024","86.112","98.763","99.523","80.429","3.48M","-12.81%"
"11-04-2024","98.763","96.700","99.913","94.917","1.22M","2.13%"
"10-04-2024","96.700","97.553","98.283","93.865","1.32M","-0.88%"
"09-04-2024","97.557","103.310","103.421","96.547","1.37M","-5.57%"
"08-04-2024","103.310","101.243","105.890","99.764","1.61M","2.03%"
"07-04-2024","101.254","101.565","105.800","100.270","1.31M","-0.30%"
"06-04-2024","101.559","97.833","102.430","97.190","1.09M","3.81%"
"05-04-2024","97.836","98.401","100.177","95.168","1.82M","-0.58%"
"04-04-2024","98.410","98.326","104.048","96.358","2.55M","0.12%"
"03-04-2024","98.297","106.759","109.613","96.566","2.60M","-7.93%"
"02-04-2024","106.762","99.246","108.916","93.725","4.17M","7.58%"
"01-04-2024","99.243","105.051","112.652","97.318","3.66M","-5.53%"
"31-03-2024","105.054","102.845","106.623","101.560","1.49M","2.14%"
"30-03-2024","102.850","108.890","108.979","101.176","1.68M","-5.56%"
"29-03-2024","108.905","94.090","110.067","92.977","5.27M","15.75%"
"28-03-2024","94.090","93.538","96.460","93.430","1.63M","0.59%"
"27-03-2024","93.538","95.763","98.770","92.415","2.46M","-2.33%"
"26-03-2024","95.768","90.602","96.970","87.615","2.36M","5.70%"
"25-03-2024","90.607","89.654","91.997","88.585","1.48M","1.06%"
"24-03-2024","89.654","85.266","90.492","85.250","1.51M","5.15%"
"23-03-2024","85.266","83.388","87.479","82.945","1.16M","2.25%"
"22-03-2024","83.388","85.747","86.176","80.701","1.03M","-2.74%"
"21-03-2024","85.740","84.650","86.952","83.620","1.39M","1.29%"
"20-03-2024","84.650","78.553","85.221","77.122","1.94M","7.73%"
"19-03-2024","78.578","86.742","87.739","77.252","3.32M","-9.40%"
"18-03-2024","86.730","85.915","88.005","80.798","1.37M","0.99%"
"17-03-2024","85.880","84.126","86.790","80.886","1.16M","2.09%"
"16-03-2024","84.126","89.733","90.740","82.399","1.58M","-6.24%"
"15-03-2024","89.727","94.087","95.374","83.717","2.48M","-4.64%"
"14-03-2024","94.096","97.238","98.092","90.123","2.07M","-3.24%"
"13-03-2024","97.247","97.530","98.871","94.216","1.60M","-0.29%"
"12-03-2024","97.530","103.855","104.245","92.212","3.36M","-6.12%"
"11-03-2024","103.889","87.457","105.617","83.797","4.48M","18.79%"
"10-03-2024","87.457","90.693","90.794","85.386","1.09M","-3.57%"
"09-03-2024","90.693","88.353","90.917","86.898","1.28M","2.64%"
"08-03-2024","88.359","88.000","89.279","84.699","1.81M","0.41%"
"07-03-2024","87.998","85.811","89.574","83.503","1.67M","2.55%"
"06-03-2024","85.808","82.007","87.351","79.910","2.03M","4.64%"
"05-03-2024","82.007","88.908","91.785","73.571","4.45M","-7.75%"
"04-03-2024","88.900","90.665","92.593","87.572","2.17M","-1.95%"
"03-03-2024","90.665","94.427","94.521","85.067","1.90M","-4.00%"
"02-03-2024","94.439","84.865","94.486","84.487","3.11M","11.28%"
"01-03-2024","84.865","79.865","86.107","79.865","1.74M","6.25%"
"29-02-2024","79.870","74.452","84.897","73.935","3.29M","7.27%"
"28-02-2024","74.455","73.979","77.906","70.735","2.56M","0.65%"
"27-02-2024","73.976","71.942","76.357","71.942","2.18M","2.86%"
"26-02-2024","71.917","70.142","72.947","69.113","1.04M","2.53%"
"25-02-2024","70.142","70.373","70.587","69.760","437.13K","-0.33%"
"24-02-2024","70.373","68.800","70.667","68.630","513.29K","2.29%"
"23-02-2024","68.800","68.836","69.087","67.544","562.12K","-0.06%"
"22-02-2024","68.844","68.907","69.720","67.917","722.77K","-0.13%"
"21-02-2024","68.931","69.643","69.671","67.380","666.16K","-1.01%"
"20-02-2024","69.637","71.285","71.460","67.704","1.10M","-2.31%"
"19-02-2024","71.285","70.780","71.715","70.490","708.51K","0.71%"
"18-02-2024","70.782","69.967","71.326","69.827","505.38K","1.16%"
"17-02-2024","69.967","70.580","70.700","68.219","593.94K","-0.87%"
"16-02-2024","70.580","69.757","70.982","68.900","769.77K","1.18%"
"15-02-2024","69.757","69.820","70.890","69.045","1.21M","-0.09%"
"14-02-2024","69.820","68.960","70.739","68.429","1.41M","1.25%"
"13-02-2024","68.960","72.844","73.150","68.235","1.71M","-5.34%"
"12-02-2024","72.850","71.537","73.440","70.325","679.41K","1.84%"
"11-02-2024","71.537","70.792","73.040","70.622","845.59K","1.05%"
"10-02-2024","70.792","70.626","71.163","69.973","481.13K","0.24%"
"09-02-2024","70.623","70.540","71.950","70.107","1.10M","0.12%"
"08-02-2024","70.538","68.622","70.650","68.391","609.69K","2.78%"
"07-02-2024","68.630","68.288","68.825","67.750","473.02K","0.50%"
"06-02-2024","68.288","67.706","68.800","67.572","423.07K","0.88%"
"05-02-2024","67.690","66.953","68.248","66.604","347.88K","1.10%"
"04-02-2024","66.953","68.794","68.887","66.639","403.16K","-2.67%"
"03-02-2024","68.791","68.030","69.151","67.892","302.60K","1.12%"
"02-02-2024","68.027","67.547","68.430","67.344","290.37K","0.71%"
"01-02-2024","67.547","66.755","68.114","65.740","409.15K","1.19%"
"31-01-2024","66.755","67.504","69.996","66.247","825.02K","-1.11%"
"30-01-2024","67.506","68.420","68.716","67.206","378.37K","-1.34%"
"29-01-2024","68.420","68.352","68.754","66.850","543.61K","0.10%"
"28-01-2024","68.352","68.043","68.481","67.345","389.87K","0.47%"
"27-01-2024","68.034","67.021","68.330","66.370","352.82K","1.54%"
"26-01-2024","67.004","65.475","67.540","65.205","449.51K","2.34%"
"25-01-2024","65.475","66.104","66.133","64.600","366.59K","-0.95%"
"24-01-2024","66.104","65.506","66.344","64.887","538.41K","0.92%"
"23-01-2024","65.502","67.350","68.413","63.218","1.14M","-2.74%"
"22-01-2024","67.350","71.739","72.674","66.833","1.17M","-6.11%"
"21-01-2024","71.730","71.343","72.300","70.516","447.92K","0.54%"
"20-01-2024","71.343","71.283","72.740","70.473","937.30K","0.09%"
"19-01-2024","71.279","68.071","71.540","67.049","944.03K","4.71%"
"18-01-2024","68.071","69.460","70.333","66.511","1.14M","-2.00%"
"17-01-2024","69.460","69.484","69.970","68.530","568.12K","-0.03%"
"16-01-2024","69.484","69.134","70.454","68.524","736.55K","0.51%"
"15-01-2024","69.130","69.769","71.570","69.004","608.28K","-0.91%"
"14-01-2024","69.766","72.000","72.277","69.582","704.54K","-3.09%"
"13-01-2024","71.993","72.902","73.557","71.013","992.65K","-1.23%"
"12-01-2024","72.888","71.892","77.084","70.538","2.69M","1.36%"
"11-01-2024","71.910","70.074","74.577","69.552","2.04M","2.61%"
"10-01-2024","70.082","66.986","71.135","65.124","1.46M","4.65%"
"09-01-2024","66.969","67.748","67.768","64.270","1.42M","-1.13%"
"08-01-2024","67.736","64.240","68.348","61.069","1.52M","5.44%"
"07-01-2024","64.244","65.644","66.350","63.703","539.54K","-2.13%"
"06-01-2024","65.644","65.991","66.079","63.266","648.82K","-0.53%"
"05-01-2024","65.991","66.412","66.710","63.483","1.15M","-0.63%"
"04-01-2024","66.412","65.215","66.984","64.556","1.21M","1.84%"
"03-01-2024","65.210","72.943","73.597","57.621","2.80M","-10.60%"
"02-01-2024","72.943","74.703","75.873","72.530","854.92K","-2.34%"
"01-01-2024","74.689","72.823","74.763","72.074","437.99K","2.56%"
"31-12-2023","72.827","73.207","74.233","71.912","601.22K","-0.51%"
"30-12-2023","73.200","73.246","74.000","72.466","655.05K","-0.06%"
"29-12-2023","73.246","76.523","77.764","72.956","1.33M","-4.28%"
"28-12-2023","76.520","75.977","77.484","74.540","1.48M","0.70%"
"27-12-2023","75.990","73.216","77.260","72.180","1.38M","3.79%"
"26-12-2023","73.216","72.190","74.380","71.130","1.22M","1.42%"
"25-12-2023","72.190","71.080","72.730","70.610","363.85K","1.56%"
"24-12-2023","71.080","72.480","72.940","70.330","508.15K","-1.93%"
"23-12-2023","72.480","73.550","74.050","71.410","472.21K","-1.45%"
"22-12-2023","73.550","70.910","73.780","70.410","539.30K","3.72%"
"21-12-2023","70.910","69.840","71.070","68.950","580.82K","1.53%"
"20-12-2023","69.840","70.640","71.890","69.500","739.78K","-1.13%"
"19-12-2023","70.640","70.880","71.640","69.770","341.74K","-0.34%"
"18-12-2023","70.880","71.190","71.530","68.270","516.43K","-0.44%"
"17-12-2023","71.190","72.210","73.620","70.930","405.33K","-1.41%"
"16-12-2023","72.210","70.920","72.510","70.650","273.15K","1.82%"
"15-12-2023","70.920","72.930","72.930","70.650","388.12K","-2.77%"
"14-12-2023","72.940","73.130","74.040","71.390","673.75K","-0.26%"
"13-12-2023","73.130","72.370","74.020","70.270","716.86K","1.05%"
"12-12-2023","72.370","72.690","73.700","71.040","476.85K","-0.44%"
"11-12-2023","72.690","77.180","77.490","71.230","988.66K","-5.82%"
"10-12-2023","77.180","76.310","78.930","76.310","559.64K","1.14%"
"09-12-2023","76.310","78.500","79.510","75.890","736.57K","-2.79%"
"08-12-2023","78.500","74.020","78.770","73.380","857.42K","6.05%"
"07-12-2023","74.020","72.480","74.500","72.060","564.53K","2.12%"
"06-12-2023","72.480","74.340","74.790","72.240","640.30K","-2.50%"
"05-12-2023","74.340","72.910","74.350","71.350","543.11K","2.02%"
"04-12-2023","72.870","72.310","75.050","71.900","1.01M","0.77%"
"03-12-2023","72.310","72.210","72.740","71.330","285.70K","0.14%"
"02-12-2023","72.210","71.580","72.700","71.330","286.00K","0.88%"
"01-12-2023","71.580","69.420","72.190","69.210","478.40K","3.11%"
"30-11-2023","69.420","70.000","70.150","69.130","212.38K","-0.83%"
"29-11-2023","70.000","69.760","70.420","69.180","306.94K","0.34%"
"28-11-2023","69.760","69.220","70.230","67.840","633.45K","0.78%"
"27-11-2023","69.220","70.010","70.490","68.000","322.15K","-1.13%"
"26-11-2023","70.010","71.870","71.870","69.110","373.76K","-2.59%"
"25-11-2023","71.870","70.730","72.140","70.520","300.54K","1.61%"
"24-11-2023","70.730","69.520","71.740","69.440","431.38K","1.78%"
"23-11-2023","69.490","68.670","70.650","68.420","487.56K","1.19%"
"22-11-2023","68.670","66.180","69.080","66.110","412.10K","3.76%"
"21-11-2023","66.180","69.500","71.860","65.500","766.11K","-4.78%"
"20-11-2023","69.500","70.520","70.980","68.710","363.29K","-1.45%"
"19-11-2023","70.520","69.850","70.660","68.560","267.73K","0.96%"
"18-11-2023","69.850","70.280","70.320","67.600","319.97K","-0.60%"
"17-11-2023","70.270","70.990","71.650","68.090","701.36K","-1.01%"
"16-11-2023","70.990","73.980","74.320","69.910","510.53K","-4.04%"
"15-11-2023","73.980","70.600","74.270","70.500","546.16K","4.79%"
"14-11-2023","70.600","71.120","72.520","68.320","613.11K","-0.73%"
"13-11-2023","71.120","74.880","75.950","70.740","687.27K","-5.02%"
"12-11-2023","74.880","75.230","76.750","72.500","759.39K","-0.47%"
"11-11-2023","75.230","73.280","75.910","71.050","701.40K","2.76%"
"10-11-2023","73.210","73.860","75.460","71.260","659.85K","-0.88%"
"09-11-2023","73.860","73.060","76.110","69.010","1.04M","1.09%"
"08-11-2023","73.060","73.450","74.300","72.460","454.14K","-0.53%"
"07-11-2023","73.450","74.460","74.480","71.180","587.98K","-1.36%"
"06-11-2023","74.460","71.600","74.930","70.880","517.59K","3.95%"
"05-11-2023","71.630","70.440","72.300","69.910","605.96K","1.69%"
"04-11-2023","70.440","69.430","70.630","68.760","286.17K","1.45%"
"03-11-2023","69.430","69.380","69.530","67.650","366.61K","0.07%"
"02-11-2023","69.380","69.970","70.770","67.700","658.44K","-0.84%"
"01-11-2023","69.970","68.900","70.390","66.620","758.69K","1.55%"
"31-10-2023","68.900","69.200","70.480","68.060","616.19K","-0.43%"
"30-10-2023","69.200","68.790","69.760","67.670","391.52K","0.60%"
"29-10-2023","68.790","67.720","69.230","67.070","254.65K","1.58%"
"28-10-2023","67.720","66.990","68.380","66.960","393.57K","1.09%"
"27-10-2023","66.990","68.750","68.790","65.820","430.83K","-2.53%"
"26-10-2023","68.730","68.690","70.590","67.240","594.87K","0.06%"
"25-10-2023","68.690","69.140","70.400","67.850","555.66K","-0.65%"
"24-10-2023","69.140","69.030","72.730","67.550","927.60K","0.16%"
"23-10-2023","69.030","65.270","69.740","64.870","788.66K","5.76%"
"22-10-2023","65.270","64.750","66.290","63.350","569.76K","0.80%"
"21-10-2023","64.750","63.370","65.310","63.350","337.00K","2.18%"
"20-10-2023","63.370","61.790","64.210","61.580","437.73K","2.56%"
"19-10-2023","61.790","60.220","61.880","59.920","277.30K","2.64%"
"18-10-2023","60.200","62.070","62.640","60.040","320.50K","-3.01%"
"17-10-2023","62.070","63.190","63.310","61.560","285.99K","-1.77%"
"16-10-2023","63.190","61.620","66.200","61.570","679.98K","2.55%"
"15-10-2023","61.620","61.620","62.100","61.390","140.18K","0.00%"
"14-10-2023","61.620","61.580","61.960","61.400","121.56K","0.06%"
"13-10-2023","61.580","61.150","62.110","61.070","358.19K","0.70%"
"12-10-2023","61.150","61.550","61.550","60.470","285.30K","-0.65%"
"11-10-2023","61.550","63.580","63.750","61.180","287.05K","-3.19%"
"10-10-2023","63.580","63.050","63.820","62.590","234.68K","0.84%"
"09-10-2023","63.050","65.330","65.360","61.680","448.87K","-3.49%"
"08-10-2023","65.330","65.450","65.970","64.980","316.31K","-0.18%"
"07-10-2023","65.450","65.500","66.230","64.990","177.31K","-0.05%"
